protocol,flow_duration,mean_forward_iat,min_forward_iat,max_forward_iat,std_forward_iat,mean_backward_iat,min_backward_iat,max_backward_iat,std_backward_iat,mean_flow_iat,min_flow_iat,max_flow_iat,std_flow_iat,mean_active_time,min_active_time,max_active_time,std_active_time,mean_idle_time,min_idle_time,max_idle_time,std_idle_time,Prediction
22,23911.72534,771.3459788,45.45783806,6180.616897,1436.339813,0.0,0.0,0.0,0.0,771.3459788,45.45783806,6180.616897,1436.339813,0.0,0.0,0.0,0.0,771.3459788,45.45783806,6180.616897,1436.339813,Normal Traffic
22,23911.72534,0.0,0.0,0.0,0.0,797.0575113,45.45784783,6180.616905,1473.363928,797.0575113,45.45784783,6180.616905,1473.363928,0.0,0.0,0.0,0.0,797.0575113,45.45784783,6180.616905,1473.363928,Normal Traffic
22,23311.41349,832.5504819,59.70588589,5220.234574,1335.556938,0.0,0.0,0.0,0.0,832.5504819,59.70588589,5220.234574,1335.556938,0.0,0.0,0.0,0.0,832.5504819,59.70588589,5220.234574,1335.556938,Normal Traffic
22,23311.41348,0.0,0.0,0.0,0.0,1059.609704,59.70588398,5280.317542,1483.268869,1059.609704,59.70588398,5280.317542,1483.268869,0.0,0.0,0.0,0.0,1059.609704,59.70588398,5280.317542,1483.268869,Normal Traffic
22,23956.54211,748.6419411,59.85253882,5160.525851,1282.488144,0.0,0.0,0.0,0.0,748.6419411,59.85253882,5160.525851,1282.488144,0.0,0.0,0.0,0.0,748.6419411,59.85253882,5160.525851,1282.488144,Normal Traffic
22,23956.54213,0.0,0.0,0.0,0.0,855.5907905,59.85254693,5940.30916,1463.274074,855.5907905,59.85254693,5940.30916,1463.274074,0.0,0.0,0.0,0.0,855.5907905,59.85254693,5940.30916,1463.274074,Normal Traffic
46,89419.32023,3725.805009,0.210744143,18938.69529,4737.998898,0.0,0.0,0.0,0.0,3725.805009,0.210744143,18938.69529,4737.998898,0.243106445,0.210744143,0.289138079,0.027735007,7451.366912,3250.530696,18938.69529,4139.763777,Normal Traffic
46,89419.08957,0.0,0.0,0.0,0.0,8129.008143,3250.741438,18938.97097,4873.25756,8129.008143,3250.741438,18938.97097,4873.25756,0.0,0.0,0.0,0.0,8129.008143,3250.741438,18938.97097,4873.25756,Normal Traffic
46,89518.26168,175.1825082,17.6331439,4136.269393,189.8534738,0.0,0.0,0.0,0.0,175.1825082,17.6331439,4136.269393,189.8534738,0.0,0.0,0.0,0.0,175.1825082,17.6331439,4136.269393,189.8534738,Normal Traffic
46,89518.26169,0.0,0.0,0.0,0.0,191.6879265,17.63314509,4136.269379,216.2990035,191.6879265,17.63314509,4136.269379,216.2990035,0.0,0.0,0.0,0.0,191.6879265,17.63314509,4136.269379,216.2990035,Normal Traffic
46,81478.6083,7407.146209,6.454199076,26118.40287,7522.4649,0.0,0.0,0.0,0.0,7407.146209,6.454199076,26118.40287,7522.4649,0.0,0.0,0.0,0.0,7407.146209,6.454199076,26118.40287,7522.4649,Normal Traffic
46,81478.60831,0.0,0.0,0.0,0.0,8147.860831,6.45419693,26118.40287,7593.468763,8147.860831,6.45419693,26118.40287,7593.468763,0.0,0.0,0.0,0.0,8147.860831,6.45419693,26118.40287,7593.468763,Normal Traffic
46,1.121119976,0.560559988,0.557986021,0.563133955,0.002573967,0.0,0.0,0.0,0.0,0.560559988,0.557986021,0.563133955,0.002573967,0.560559988,0.557986021,0.563133955,0.002573967,0.0,0.0,0.0,0.0,DDoS Traffic
46,1.12111783,0.0,0.0,0.0,0.0,0.560558915,0.557986021,0.563131809,0.002572894,0.560558915,0.557986021,0.563131809,0.002572894,0.560558915,0.557986021,0.563131809,0.002572894,0.0,0.0,0.0,0.0,DDoS Traffic
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS Traffic
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS Traffic
46,82607.77684,41303.88842,32238.26504,50369.5118,9065.623376,0.0,0.0,0.0,0.0,41303.88842,32238.26504,50369.5118,9065.623376,0.0,0.0,0.0,0.0,41303.88842,32238.26504,50369.5118,9065.623376,Normal Traffic
46,82607.77684,0.0,0.0,0.0,0.0,41303.88842,32238.26505,50369.51179,9065.62337,41303.88842,32238.26505,50369.51179,9065.62337,0.0,0.0,0.0,0.0,41303.88842,32238.26505,50369.51179,9065.62337,Normal Traffic
46,89398.20215,170.9334649,16.84549212,4407.073392,195.1443356,0.0,0.0,0.0,0.0,170.9334649,16.84549212,4407.073392,195.1443356,0.0,0.0,0.0,0.0,170.9334649,16.84549212,4407.073392,195.1443356,Normal Traffic
46,89398.20216,0.0,0.0,0.0,0.0,183.946918,16.84550309,4407.073396,213.2418562,183.946918,16.84550309,4407.073396,213.2418562,0.0,0.0,0.0,0.0,183.946918,16.84550309,4407.073396,213.2418562,Normal Traffic
46,50031.02368,50031.02368,50031.02368,50031.02368,0.0,0.0,0.0,0.0,0.0,50031.02368,50031.02368,50031.02368,0.0,0.0,0.0,0.0,0.0,50031.02368,50031.02368,50031.02368,0.0,Normal Traffic
46,50031.0237,0.0,0.0,0.0,0.0,50031.0237,50031.0237,50031.0237,0.0,50031.0237,50031.0237,50031.0237,0.0,0.0,0.0,0.0,0.0,50031.0237,50031.0237,50031.0237,0.0,Normal Traffic
46,89258.29675,949.5563484,2.068877935,4965.368255,579.0531953,0.0,0.0,0.0,0.0,949.5563484,2.068877935,4965.368255,579.0531953,0.0,0.0,0.0,0.0,949.5563484,2.068877935,4965.368255,579.0531953,Normal Traffic
46,89258.29675,0.0,0.0,0.0,0.0,1014.298827,2.068887949,4965.368256,690.2976001,1014.298827,2.068887949,4965.368256,690.2976001,0.0,0.0,0.0,0.0,1014.298827,2.068887949,4965.368256,690.2976001,Normal Traffic
46,89490.06511,18.92367628,0.002640963,4022.643043,65.35420702,0.0,0.0,0.0,0.0,18.92367628,0.002640963,4022.643043,65.35420702,0.201031976,0.002640963,0.992046118,0.0733684,37.43374219,1.018124104,4022.643043,88.34401099,Normal Traffic
46,89489.87439,0.0,0.0,0.0,0.0,39.37082023,0.004458904,4022.842132,98.09901662,39.37082023,0.004458904,4022.842132,98.09901662,0.513952274,0.004458904,0.997149944,0.287948983,40.4965964,1.004034996,4022.842132,99.28351577,Normal Traffic
46,87877.08892,279.8633405,0.16896987,4410.647793,507.1046003,0.0,0.0,0.0,0.0,279.8633405,0.16896987,4410.647793,507.1046003,0.177907571,0.16896987,0.191193104,0.004316813,538.9584348,6.174154043,4410.647793,596.4755635,Normal Traffic
46,87876.9081,0.0,0.0,0.0,0.0,585.846054,6.343131065,4410.827144,649.0187948,585.846054,6.343131065,4410.827144,649.0187948,0.0,0.0,0.0,0.0,585.846054,6.343131065,4410.827144,649.0187948,Normal Traffic
22,78888.14294,6068.318688,21.61820388,13547.619,6514.509161,0.0,0.0,0.0,0.0,6068.318688,21.61820388,13547.619,6514.509161,0.0,0.0,0.0,0.0,6068.318688,21.61820388,13547.619,6514.509161,Normal Traffic
22,78888.14292,0.0,0.0,0.0,0.0,6068.318686,21.61820102,13547.61901,6514.509157,6068.318686,21.61820102,13547.61901,6514.509157,0.0,0.0,0.0,0.0,6068.318686,21.61820102,13547.61901,6514.509157,Normal Traffic
46,88567.32569,708.5386055,5.319022894,6553.3691,889.6164569,0.0,0.0,0.0,0.0,708.5386055,5.319022894,6553.3691,889.6164569,0.0,0.0,0.0,0.0,708.5386055,5.319022894,6553.3691,889.6164569,Normal Traffic
46,88567.32569,0.0,0.0,0.0,0.0,797.9038351,6.809310913,6553.369095,966.1434161,797.9038351,6.809310913,6553.369095,966.1434161,0.0,0.0,0.0,0.0,797.9038351,6.809310913,6553.369095,966.1434161,Normal Traffic
46,10713.13759,10713.13759,10713.13759,10713.13759,0.0,0.0,0.0,0.0,0.0,10713.13759,10713.13759,10713.13759,0.0,0.0,0.0,0.0,0.0,10713.13759,10713.13759,10713.13759,0.0,Normal Traffic
46,10713.13758,0.0,0.0,0.0,0.0,10713.13758,10713.13758,10713.13758,0.0,10713.13758,10713.13758,10713.13758,0.0,0.0,0.0,0.0,0.0,10713.13758,10713.13758,10713.13758,0.0,Normal Traffic
46,42507.27585,21253.63793,4626.920602,37880.35525,16626.71732,0.0,0.0,0.0,0.0,21253.63793,4626.920602,37880.35525,16626.71732,0.0,0.0,0.0,0.0,21253.63793,4626.920602,37880.35525,16626.71732,Normal Traffic
46,42507.27585,0.0,0.0,0.0,0.0,21253.63793,4626.920602,37880.35525,16626.71732,21253.63793,4626.920602,37880.35525,16626.71732,0.0,0.0,0.0,0.0,21253.63793,4626.920602,37880.35525,16626.71732,Normal Traffic
22,5098.957611,1699.652537,299.503768,4498.80796,1979.301836,0.0,0.0,0.0,0.0,1699.652537,299.503768,4498.80796,1979.301836,0.0,0.0,0.0,0.0,1699.652537,299.503768,4498.80796,1979.301836,Normal Traffic
22,5098.957612,0.0,0.0,0.0,0.0,2549.478806,600.149652,4498.80796,1949.329154,2549.478806,600.149652,4498.80796,1949.329154,0.0,0.0,0.0,0.0,2549.478806,600.149652,4498.80796,1949.329154,DDoS Traffic
46,29731.34578,5946.269156,225.252049,23819.78032,9030.798913,0.0,0.0,0.0,0.0,5946.269156,225.252049,23819.78032,9030.798913,0.0,0.0,0.0,0.0,5946.269156,225.252049,23819.78032,9030.798913,Normal Traffic
46,29731.34578,0.0,0.0,0.0,0.0,5946.269156,225.252064,23819.78032,9030.798911,5946.269156,225.252064,23819.78032,9030.798911,0.0,0.0,0.0,0.0,5946.269156,225.252064,23819.78032,9030.798911,Normal Traffic
46,37413.22266,1336.186524,46.44507408,10033.04339,2005.910399,0.0,0.0,0.0,0.0,1336.186524,46.44507408,10033.04339,2005.910399,0.0,0.0,0.0,0.0,1336.186524,46.44507408,10033.04339,2005.910399,Normal Traffic
46,37413.22266,0.0,0.0,0.0,0.0,1626.661855,46.44506311,10033.04338,2301.958065,1626.661855,46.44506311,10033.04338,2301.958065,0.0,0.0,0.0,0.0,1626.661855,46.44506311,10033.04338,2301.958065,Normal Traffic
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS Traffic
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS Traffic
46,89299.88308,92.25194533,0.03757596,4030.584647,155.2866946,0.0,0.0,0.0,0.0,92.25194533,0.03757596,4030.584647,155.2866946,0.454137598,0.03757596,0.88744092,0.272381447,93.59908297,1.056998968,4030.584647,156.0203543,Normal Traffic
46,89299.88308,0.0,0.0,0.0,0.0,99.66504808,0.037559032,4130.039684,178.5384581,99.66504808,0.037559032,4130.039684,178.5384581,0.45413191,0.037559032,0.887432814,0.272382999,101.2398245,1.056998014,4130.039684,179.5083087,Normal Traffic
46,89453.21829,18.83225648,0.004474163,4059.576915,66.3303202,0.0,0.0,0.0,0.0,18.83225648,0.004474163,4059.576915,66.3303202,0.199340004,0.004474163,0.989873886,0.071277248,37.62274519,1.02127409,4059.576915,90.18547789,Normal Traffic
46,89453.0273,0.0,0.0,0.0,0.0,38.94341633,0.016077995,4059.775404,96.80044973,38.94341633,0.016077995,4059.775404,96.80044973,0.475515627,0.016077995,0.95480299,0.300992288,40.22394923,1.02241087,4059.775404,98.13942935,Normal Traffic
46,87946.958,379.0817155,0.190039158,4974.179716,687.0447808,0.0,0.0,0.0,0.0,379.0817155,0.190039158,4974.179716,687.0447808,0.204160116,0.190039158,0.22993803,0.008076249,738.8562009,13.67929196,4974.179716,809.0198051,Normal Traffic
46,87946.75248,0.0,0.0,0.0,0.0,785.2388614,13.87908006,4974.381727,847.517654,785.2388614,13.87908006,4974.381727,847.517654,0.0,0.0,0.0,0.0,785.2388614,13.87908006,4974.381727,847.517654,Normal Traffic
46,89490.51912,19.11782079,0.002056122,3991.955942,65.64028826,0.0,0.0,0.0,0.0,19.11782079,0.002056122,3991.955942,65.64028826,0.200482126,0.002056122,0.997019053,0.069564755,37.9625556,1.002207041,3991.955942,88.82081635,Normal Traffic
46,89490.32379,0.0,0.0,0.0,0.0,39.72051655,0.017154932,3992.148348,96.1798383,39.72051655,0.017154932,3992.148348,96.1798383,0.515470588,0.017154932,0.961703777,0.275757164,40.95913751,1.01120615,3992.148348,97.43059716,Normal Traffic
46,88813.48395,418.9315281,0.190894842,5857.326937,798.7242502,0.0,0.0,0.0,0.0,418.9315281,0.190894842,5857.326937,798.7242502,0.20156193,0.190894842,0.305359125,0.012179043,822.1529769,6.468178988,5857.326937,959.6167209,Normal Traffic
